Text,Label
'@SYadavMLA श्री सचिन यादब जी जिन्दाबाद,0
'@Mahekstar240 @Vandana__Indian हिन्दू जान गया है कि यह लोग जेहादी सुअर हैं,2
'@puran24 बॉलीवुड की फिल्मों और क्रिकेट मेच देखना सिर्फ समय और पैसे की बरबादी है मैं तो कभी भी नहीं देखता हूं,0
'@GeoIntel2 दीवाली पे मिलो  खींच खींच के बाल तोड़ कर देंगें नालायक को,0
'@SonuSood शानदार जबरदस्त जिंदाबाद सोनू सूद सर्,0
'@LiquidZBite @madhwani_sooraj PISSLAM ka POPAT MUHAMMAD pita hain 🤣🤣🤣 tu apne PISSLAM k bare mein jaan to le CAMEL PISS DRINKER BAKRICHOD 🤣🤣🤣🤣🤣 ,2
'@yadavakhilesh अपने घर मे रखवा ले कभी दिवाली होली पर बोला गरीब कारीगरों को पटाखे रंग बनाने की छूट दो अब मुल्लो के ही तलवे चाटने है,2
'@NaseerRaain @TamijUd65151329 @07rashmikam @Rehanbhai786 माशाअल्लाह,1
'@ReshmaHindusta1 और जिहादी और आतंकवादियों को खुला छोड़ दे देश में दंगा करने के लिए,2
'@RahiBabita जय हो सुशासन जिन्दाबाद जय श्री नाथजी की 🙏🙌,0
'@SalmanNizami_ दलाल जेहादी पहले आग लगाओ फिर ह्यूमन चेन बनाओ वाह रे जेहादी मुल्लो।।।,2
"'आलम-ए-इस्लाम को इस्लामिक नया साल ""1442 हिज़री"" मुबारक हो! 🌹#IslamicNewYear1442",1
'चेतन चौहान के बाद भारतीय क्रिकेट को एक और झटका  दिल का दौरा पड़ने से दिग्\u200dगज खिलाड़ी का हुआ\xa0निधन,0
"'नाम रख दिया “राहत""  उस जिहादी का..  ""जिक्र ए अब्बा"" का आया तो पूरा ""इंदौर"" लिख दिया #RahatIndori #राहत_इंदौरी",2
'@SushantBSinha उनको बस अपने खुद के घर में हलाला हलाला खेलने की परमिशन चाहिए खुश हो जायेंगे ये जेहादी 🤣🤣🤣,2
'नैशनल दसतक जिदांबाद  धाकड खबर जिंदाबाद,0
'@sudhirchaudhary @SenAtitiSA जिन्दाबाद सुधीर चौधरी जी,0
'@srinivasiyc @RahulGandhi गांधी परिवार जिंदाबाद कांग्रेस पार्टी जिंदाबाद,0
'@TheSquind मेरे दिल में मचा कोहराम है क्या  पता तो करो मंदिर निर्माण और जय श्री राम है क्या राहत जेहादी का आखरी शेर,2
'@tcbestepe @CananCaydn अल्हम्दुलिल्लाह माशाअल्लाह अल्लाह आप सबको एक बड़े मकसद में लगाए और कामयाबी अता फ़रमाए। आमीन,1
'@SYadavMLA जय जय कग्रेस विजय कांग्रेस कमलनाथ जिन्दाबाद। धन्यवाद भाई सचिन जी,0
'हिजरी नया साल आलमे इस्लाम को मुबारक हो 1442,1
'@ppbajpai @Viru_ChoudharyS जिहादी मिडिया देखो 🤣🤣,2
'@Mickblue14mpati @AcharyaPramodk ठीक है कर लो चमची की खुदाई  ख़ुदा हाफिज,1
"'@ProfNoorul आलम-ए-इस्लाम को इस्लामिक नया साल ""1442 हिज़री"" मुबारक हो! 🌹  #islamicnewyear1442  💕  Follow me get follow back",1
'ये कटुआ जेहादी कौम भारत के साथ देशद्रोह का हर रास्ता ढूंढ  ही निकलता है,2
'सियासत तेरा खेल निराला  शेर के आसन पर जयचंदो ने  गीदड़ बिठा डाला..!  मुकेश भाकर ✌️ जिंदाबाद #गहलोत_से_कांग्रेस_को_बचा_लो,0
'@WasiuddinSiddi1 @md_ms65 अल्लाह आपका सफर आसान करे और मेरा भी #आमीन,1
'जब जब भारत में कोई समस्या आई  है  भारतीय जनता पार्टी ने सिर्फ अपने फायदे के बारे में सोचा है. Kargil के टाइम coffin scam और अब ventilator scam. #corruptbjp   https://t.co/lTtfmcKKs9 ,0
'@shahid_siddiqui चाचा आप भी एक नम्बर के जेहादी निकले। यूसीसी लागू होने से भारत हिन्दु राष्ट्र कैसे बन जाएगा??,2
'होली   दशहरा  दीवाली  १५अगस्त  २६ जनवरी को अपना देश आतंकी अलर्ट पर रहता है।  मुहर्रम  ईद  रमजान पे नहीं। ऐसा क्यों?,0
'@RahulGandhi पप्पू भैया जिंदाबाद,0
'Assassin :- सुशांत सिंह राजपूत  #kangana,0
'@vivekagnihotri जाहिल गंवार जेहादी,2
'@prateektv शानदार जबरदस्त जिंदाबाद।,0
'केजरीवाल जिंदाबाद,0
'आप सभी फॉलोअर्स का तहे दिल से शुक्रिया अदा करता हूं अल्लाह आपको हमेशा सलामत रखे आमीन @VasikurRahman,1
'@SushantBSinha धो डाला इस जेहादी मुजरे को 😂  @advmajeedmemon,2
'लाखों चाहने वालों का मेला है  कौन कहता है सुभाष अकेला है  सुभाष यदुवंश भईया जिंदाबाद👍👌 @MrYaduvansh,0
कल्बे अश्क़ है अब पारा पारा   अलवदा अलवदा माहे रमजान ,1
'@nshuklain लोगो ने श्रद्धांजली से ज्यादा गालियां दी थी इस जिहादी को।  भड़वा लालत चिंदोरी,2
'@KennyTulsiani1 नक्सली/जेहादी,2
@Nargis_Ansari72 जिहादी मुसलमान भगाओ देश बचाओ,2
'तीसरा टेस्ट रोज बाउल क्रिकेट ग्राउंड में 21-25 अगस्त तक खेला जाएगा #engvspak,0
'@jsaideepak सर् जी  बाल कटवा लेना ,0
'@rahulkanwal 8%  वाले भी जेहादी मानसिकता वाले होगे।,2
'धोनी चले गए हैं  अब भारतीय क्रिकेट को उनकी अहमियत पता चलेगी : नासिर हुसैन  #msdhoni #cricket @msdhoni,0
'@narendramodi177 PM @narendramodi जिंदाबाद,0
'@shoaibJamei तब्लीगी जमाती एक आतंकी का संगठन है जो साफ्ट टेररिस्ट होते है,2
'@Aahmad00007535 @HifzanSiddique बेशक़ माशा अल्लाह सुबहान अल्लाह  अल्लाह हूँ अकबर नमाज़ कायम कीजिए,1
@AchAnkurArya @raviyad22 कौन स अखबार है ये जिहादी। इसका भी बहिस्कार करो।,2
'@prof_shak अल्लाह अपने हबीबे पाक सल्लल्लाहो अलयही वसल्लम के सदके आप को शिफा ए कामिला अता फरमाए..आमीन,1
ये कटवा किधर है। मातरचोद,2
'@deyrashmirph आजकल ये जिहादी गैंग अपने बिल में है $$$,2
'नूरे हक शम्मा इलाही को बुझा सकता हैं कौन   जिसका हामी हो खुदा  उसको मिटा सकता हैं कौन !,1
'जय हो इन्कलाब जिंदाबाद,0
'@aajtak @sardanarohit @DrKumarVishwas जेहादी,2
राजा भईया के ख़िलाफ़ वो लोग भी टिप्पणी कर रहे हैं  जिनके बाप दादा पर्ची कटवा के उनके हवेली पे घण्टों इन्तज़ार करते  है।,0
'@subhamsahani00 @deepakhindu44 ये हरामखोर डॉक्टर है  या कोरोना जेहादी रेपिस्ट ??,2
'आप तमामी हज़रात को #इस्लामी_नया_साल_1442 हिजरी  बहुत बहुत मुबारक हो या अल्लाह इस साल को हमारे बरकतों से भर दे। #islamicnewyear1442,1
'@SachinSDevkar @SalmanNizami_ अगर 1400 सदी में जीना है तो इस्लाम कबूल करलो😂😂,1
'@vipin_official_ @DrDineshChandr6 जिन्दाबाद जिन्दाबाद,0
'@Anshu_amethibjp @smritiirani @INCIndia @RahulGandhi @dtripathi264 @AbhijatMishr स्मृति दीदी जिंदाबाद जिंदाबाद,0
'चाहे हज हाउस हो या कोई मस्जिद वहां से सिर्फ सड़क छाप मूर्ख जिहादी निकलते हैं,2
'@Javedakhtarjadu नौटंकी तो कोई इन से सिखे ।  CAA का विरोध करणे वालो ने 1000 बार रखी बंधवाली तो भी हमारे नजर मे जेहादी ही रहोगे ।,2
'@zee_news24 @Nagrik18 आमीन भाई अल्लाह का साया हमेशा आप पर दाईम रहे 😔😥😢,1
इसमें कोई संदेह नहीं है कि भगवान श्रीराम ही मुसलमानों के वास्तविक पूर्वज है लेकिन.. इतिहास साक्षी है कि मुसलमानों ने हिंदुओं तथा उनकी धर्मसंस्कृति के साथ हमेशा #छल किया है इसीलिए. मुसलमानों को राममंदिर निर्माण की प्रक्रिया से दूर रखना चाहिए ,0
'@brajeshlive मिसर जी यह ठेला वाला जेहादी है। आप भी लपरियाके आईए।,2
'आलम ए इस्लाम को इस्लामी नया साल (1442 हिज़री) मुबारक हो  अल्लाह नए साल के सदके मे हमे हर वबा  परेशानी  मुसीबत से बचाए  @MOParvejaap,1
'@himansh76886855 क्यों की जेहादी जेहादी को बचा रहा है,2
'@vinodkapri जिहादी और आतंकवादी में सिर्फ एक फर्क होता है  आतंकवादी मार जाते है पर जिहादी समाज मे जिंदा रहता है। समझे कि नही?????,2
'@BhismSharama @SureshChavhanke राजनीत में आते ही अपने आप को जिल्ले इलाही समझने लगते हैं बेवकूफ होते हैं,1
'@arnab5222 कौन अगला सुशांत सिंह राजपूत की मौत मरना चाहेगा जो राज खोले।,0
'@yadavakhilesh बस यही जिहादी प्यार तुम्हे बर्बाद कर रहा है,2
'@rahulkanwal राहुल गांधी जिंदाबाद,0
'@LicypriyaK अब याचना नहीं अब रण होगा  घमंड टूट जाएंगे सरकार के ऐसा भीषण होगा  छात्र एकता ज़िंदाबाद,0
'@iGautamshandily अब यहां कोई जेहादी पार्टी नही होनी चाहिए,2
'@Siddhi_Hindu879 फेविकॉल म्हणजेच जोड अस नाही  आणि सतरंजी उचल्या ना तोड नाही 🙏  अल्ला सबके गुन्हा माफ करके जन्नत फरमाये #आमिन 😊😌,1
'@CharuPragya आखिर आप करती क्या है जो आज तक क्रिकेट नहीं समझी ?,0
@AlokTiwari9225 सबसे ज्यादा जल्दी इस भड़वे पत्तलकार @sardesairajdeep को थी।झूठा  मक्कार  जिहादी  दोगला  सूअर,2
'@iArmySupporter राहत लंगूरी साहब अब अपनी जेहादी शायरी जन्नत में करेंगे।,2
'प्रतिवर्ष सैकड़ों जेहादी UPSC में चयनित हो रहे हैं   भारत सरकार तुरंत संज्ञान लेकर इस्लामिक स्टडीज को पाठ्यक्रम से हटाए!  #UPSC_Scam,2
'जो रूट ने क्रिकेट खेलने के लिए पाकिस्तान को शानदार देश करार दिया  कहा- जाना पसंद करूंगा,0
'@Biharimazdur @vikasbha @nirupamamk सही फरमाया जनाब। आमीन।,1
'@THENAAZ2 @sunita_yadav122 माशा अल्लाह बहुत खूब,1
'इस्लामी कैलेंडर का नया साल हिजरी 1442 की सभी को बहुत-बहुत मुबारकबाद मुल्क हिन्द में अल्लाह इस साल अपनी रहमतों की बारिश अता फरमाए।,1
#KnowRealAllah_ThisMuharram केवल मुहर्रम ही अल्लाह की इबादत का महीना नहीं है। अल्लाह को तो हर घड़ी याद करना चाहिए। अल्लाह के बनाये बाकी महीने अपवित्र नहीं होते हैं।  अधिक जानकारी हेतु सतलोक आश्रम यूट्यूब चैनल पर विशिष्ट करें,1
'#bscp भारत .भारतीय शक्ति चेतना पार्टी जिन्दाबाद,0
'ठीक कहा ईद नहीं भूले पर राममंदिर भूल गए ये दोगले जेहादी हैं। @SrBachchan,2
'@AchAnkurArya एक जेहादी गया।। और इसने खासकर हिन्दुओ को जमकर बेवकूफ बनाया।,2
'@Republic_Bharat एक और जिहादी उत्पन्न होने वाला है।,2
ऐ हवाओं ज़रा थम थम कर बहो ...रमजान है ....   कहीं किसी मंदिर की घंटी बज गयी तो लोग तुम्हे भी 'सांप्रदायिक' कह देंगे....!! ,2
'आप सभी को इस्लामिक नया साल 1442 हिजरी मुबारक हो🌼🌸🌹,1
'@Real_Neeruji #नोटा_जिंदाबाद,0
'RT @Brand_AtulOM: योगीजी से एक निवेदन है राम मंदिर के भूमि पूजन को लाइव कवरेज करवाये ताकि कारसेवकों पर गोली चलाने वाला मुल्ला_यम भी देखे,2
'@DainikBhaskar @MunawwarRana @rahatindori राहत की रहर कु खेत मे कोरोना ने गाँड़ मार ली है तेरी बारी है जेहादी,2
'यूएई क्रिकेट बोर्ड ने कहा- पूरी तरह बंद स्टेडियम में मैच करवाना अच्छा नहीं  उम्मीद है कुछ फैंस भी\xa0रहेंगे,0
'क्रिकेट के मैदान पर अनेकों पुरस्कार पाने वाले रोहित शर्मा का नाम अब खेल के सर्वोच्च पुरस्कार के लिए सिफारिश किया\xa0गया,0
'@Hisamud47588796 @zashuza शाबाश ! अल्लाह आपकी सेहतों को महफ़ूज़ रखे 🙏🍃 आमीन 🎉,1
'हक़ की आवाज़ बुलंद करने ही हमारा मकसद है : @asadowaisi असदुद्दीन ओवैसी साहब जिंदाबाद #MyLeaderAsadOwaisi,0
'@avinashonly हर जेहादी बम फोड़ने से पहले क्या बोलता है भो श्री दुनिया जानता है तुम जैसे नलाय# के छोड़ कर,2
'@ela_mishra माशा अल्लाह बहुत बहुत नेक काम ♥️😍,1
'सुशांत सिंह राजपूत सुसाइड: पंखे और पलंग के बीच में स्पेस ज्यादा  फांसी लगाने से इनकार नहीं- CBI,0
'@anantvijay ये जिहादी सोच है शायर तो एक चेहरा था ।,2
'एक सलाम मौला हुसैन के क़ातिलों से बदला लेने वाले पर भी मुख़्तार शख़फ़ी रहमतुल्लाह अलह आपकी अज़मत पर लाखो सलाम  🌹🗡️🌹,1
'@IYCBihar सोनिया   राहुल जिंदाबाद   कांग्रेस पार्टी जिंदाबाद।,0
'@I_am_Chandrarao @Avadhutwaghbjp तुमचा विरोधक कटवा आणि पाकिस्तानी का ..??? तुम्ही कोण आहात ठरवणारे ??  हा अधिकार तुम्हाला कोणी दिला ..??  1925 पासुन इंग्रजांची गुलामी करण्याचा इतिहास आहे तुमचा  देशभक्तीच्या गप्पा तुम्हाला शोभत नाहीत .. ,2
'@humlogindia अंत तो तय था  जेहादी के हाथों भी मरना ही था  बस तरीका और समय बदल जाता,2
'@syedali3323 @RubikaLiyaquat Gaddar gaddar hi rehta hai ...chuslim ,2
'@sunita_yadav122 अब हंड्रेड परसेंट अकीन हो गया है कोई जिहादी मदरसे में पढ़ कर आया है फेक आईडी बनाके सुनीता यादव का  बदनाम कर रहा है,2
'@sharyk76 इसके नाम पे क्रिकेट टूर्नामेंट होना चाहिए हर साल।,0
'#बसपा_हमारी_शान  अब की बार बसपा सरकार मिशन 2022 बहन कुमारी मायावती जी ज़िंदाबाद जिंदाबाद,0
'@Republic_Bharat भाड़ में जा जेहादी अमीर खान । सलाए को मार दिया जाए वही तुर्की में,2
'हम निजीकरण का विरोध करते हैं !  इंकलाब जिंदाबाद !,0
"हिन्दू बन लव जिहाद फैलाने वालों के प्रति सचेत रहें सावधान रहें क्योंकि सावधानी हटी दुर्घटना घटी..!!
चाचा को इसकी आँख निकाल लेनी चाहिए थीं?",2
'@SonuSood @DRAKHIL66570451 साहब आप सक्छात भगवान हो हम लोगो के लिए।  इस दीवाली सोनू साहब के नाम पर 100/ ब्यती  जलेगा हमरे बिहार में।,0
'@fekufakir @Raja82556677 @rameshsrivast11 @DelhiPYC जिहादी अपनी का  हलाला करवा दिया क्या,2
'@shadab_chouhan1 @narendramodi जेहादी शायरों के लिए कुछ नहो लिखा जाता,2
'@sambitswaraj @RTforINDIA @aajtak कातिल हैं तु।  Katlee  जिहादी  आतंकवादी  बगदादी की नाजायज औलाद,2
'@CMMadhyaPradesh @shivraj4mp_ @nitin_gadkari @ChouhanShivraj @JansamparkMP @NHAI_Official जय भाजपा जय विकास जय मोदीराज सुशासन जिन्दाबाद 🙏🙌🙌🙌,0
'@tcbestepe अल्लाह आपको कामयाबी दे आमीन,1
'@Republic_Bharat इस नए नए जेहादी पर केस होना ही चाहिए।,2
'नए साल सन 1442 हिजरी की सभी देशवासियों को दिली मुबारकबाद अल्लाह आप सबको खुश रखे #HappyIslamicNewYear,1
'चलो एक जेहादी कम हुआ। राहत जेहादी,2
'ये 24 की आहट हैं  राजदीप तेरी भड़वागिरी काम नही आएगी जेहादी  लुटियन  वामी कोंगी गेंग के,2
'@Hindupathik @MAzamwadi @Shilpa_Bhartiy @sambitswaraj @KapilMishra_IND इस जेहादी को पता है इसकी अम्मा का हलाला किसने किया है🤣🤣 तभी भाग गया,2
'अखिलेश यादव जिन्दाबाद,0
'@ChouhanShivraj जेहादी सोच थी उसकी  कोई शायर का काम थोड़े ही था!  मनाएं क्यों हम उसका गम  वो अब्दुल कलाम थोड़े ही था!!,2
'2014 से जीडीपी रुपए इकॉनमी गिरने से पीएम की साख गिरती थी। अभी तो माशा अल्लाह सब चंगा सी।,0
'सुहेलदेव भारतीय समाज पार्टी जिंदाबाद भागीदारी संकल्प मोर्चा जिंदाबाद @AmarmaniKashyap,0
"#AllahDoesNotNeedQurbani कबीर परमात्मा ने कहा कि दोनों (हिन्दु तथा मुसलमान) धर्म  दया भाव रखो। मेरा वचन मानो कि सूअर तथा गाय में एक ही बोलनहार है यानि एक ही जीव है। न गाय खाओ, न सूअर खाओ।
दोनूं दीन दया करौ, मानौं बचन हमार। गरीबदास गऊ सूर में, एकै बोलन हार।।",0
'@RafatFatimaINC कांग्रेस ज़िंदाबाद !,0
'@Chatterj1Asking और तीनो जेहादी और गद्दार है।,2
@JunaidA78156612 @sudhirchaudhary तू अपनी चिंता कर जेहादी,2
'अल्लाह हू अकबर !,1
'जुझारू व्यक्तित्व जिंदाबाद,0
'@ansari_arafaat @insaniyat01 #अललह अपनी हिफाज़त में रखे# अमीन,1
'@AIMPLB_Official औकात होनी चाहिये ये 2020 का भारत है आंख उठा के देखोगे तो आंख फोड़ दी जाएगी #fuckislam,2
'तमाम लोगों को इस्लाम का नया साल मुबारक  1442 हिजरी  अल्लाह सुभाना तलाहा हम सब पर रहम़तों की बारिश बरसाए   #आमीन,1
'@A_BrahminGirlll योर चॉइस इज माशाअल्लाह,1
'@BeingReva संविधान को ठेंगे पर रखने वाले जिहादी काँग्रेसियों के सगे हैं।इसलिए उनकी सारी बदतमीजीयों पर ये चुप ही रहते हैं।,2
"""'सुशांत सिंह राजपूत को जहर देकर मारा गया'-सुब्रमण्यम स्वामी का बड़ा दावा  जो सच साबित होगा😭😭😖",0
'@upcyss @SanjayAzadSln @VanshrajDubey छात्र-एकता जिन्दाबाद✊,0
'@kendentshering #RIPRajdeep and #RIPRajdeepSardesai  ओला से दुआ करेंगे कि इसको जन्नत में 1BHK मिले।  आमीन।,1
@SalmanNizami_ ये है ना तु  भडवा हारामजादा आतंकवादी  मुल्ला   😡😡 ,2
'@RafeekKhanInc अल्लाह से दुआ है कि जल्द से जल्द शिफा अता फरमाए। आमीन,1
सभी मुल्लों को मन्दिर मे प्रवेश वर्जित करो आभ्यान चलाना होगा। तभी ये मुल्ला समझें गे,2
'@ZeenatA29442267 ज़िन्दगी की उलझनों में यूं खो गए  वक़्त खुद के लिए भी ना निकाल पाए।   जुम्मा मुबारक 🤲🤲🤲💐💐 @RAJAalreadyInD,1
'@aschandailBJP शानदार👏 जिंदाबाद भइया,0
"'@007AliSohrab आलम-ए-इस्लाम को इस्लामिक नया साल ""1442 हिज़री"" मुबारक हो!  #IslamicNewYear1442",1
'माशा अल्लाह .. #बहुत_ही_KubhSurat_मस्जिद_हैं ...💖🇸🇦💖,1
'@imMAK02 @pbhushan1 तेरे भी l9ले लगाने पड़ेंगे सुप्रीम कोर्ट ki. अवमानना मैं कटुए जिहादी rraannddii की औलाद कोठे की पैदाइश,2
'माही का क्रिकेट से संन्यास लेना क्रिकेट जगत में ऐसा कैप्टन और विकेटकीपर मिलना नामुमकिन सा लगता हैं,0
हिंदू की लड़कियां पागल हो गई है उन्हें सही और गलत की पहचाने नहीं किसी की बातों में आ जाती और अपना जीवन बर्बाद कर देती है मां-बाप की बात बुरी लगती हैं,0
'ये राना है राणा नहीं. शायर कम  जेहादी ज़ियादा भारत को  दारे - इस्लाम बनाना है इसका इरादा,2
"""सुशांत सिंह राजपूत के ऑनस्क्रीन 'पिता' ने उठाया संदीप सिंह पर बड़ा सवाल",0
'केवल #धोनी और #रैना ने ही क्रिकेट से सन्यास लिया है..अमित शाह ने नही !!  इसलिए कागज खोजो,0
'@digvijaysinghd9 समाजवादी पार्टी जिन्दाबाद,0
'@DrJBSingh6 बिस्मिल्लाह,1
'आने वाले समय में भारतीय टीम के कोच महेंद्र सिंह धोनी को अग्रिम बधाई  यदि क्रिकेट राजनीति का शिकार ना हुआ ।,0
'@GalaxyAbhishek @MamataOfficial #जेहादी_ममता,2
'@Ghazi_Roushan आमीन   शुक्रिया भाई जान आपकी मोहब्बतों का  खुश रहो आबाद रहो जहाँ रहो लेकिन बारात ले के चलो 💕💕,1
@INSANIYAT24258 @sudhirchaudhary हे जिहादी संगठन के  भडवे नाम\u200c बदलकर क्यों गाली खाने का काम\u200c रहा हैं,2
'@ThePushpendra_ तथाकथित वामपंथी पंथनिरपेक्ष ईसाई इस्लामिक जेहादी राष्ट्रद्रोही टि्वटर,2
'@WasiuddinSiddi1 बहुत अच्छी और सच्ची बात कही। अल्लाह आप को \u200cखूब नवाज़े।आमीन,1
'@MajorPoonia @shalabhmani ये सारे जाहिल जेहादी हैं इसीलिए ये एक आवाज़ पर कुत्तों की तरह इकट्ठे हो जाते हैं ।,2
'कवियों में- @DrKumarVishwas साहब समाज सेवकों में- @SonuSood जी पत्रकारिता में- @brajeshlive जी #लाजवाब #शानदार #जबरदस्त #जिंदाबाद,0
'@ArnawMGoswami @ShriramChoubey जेहादी आतंकवादी🤣🤣🤣🤣,2
'@AbdurRahim_IND अल्लाह हाफ़िज़  लेकिन हुआ क्या है??? प्रॉब्लम क्या है तुम्हारा🤔🤔,1
'हर किसी को अपनी सफाई न दे... क्योंकि आप इंसान है   कोई कूड़ा करकट साफ़ करने की झाड़ू नही...🤔🤔  🌹खुदा हाफ़िज़🌹,0
'@ShayarImran @BabitaPhogat आमीन सुम्मा आमीन !,1
'@SGBJP जेहादी मुस्लिम।,2
'@JhaAjitk एक जेहादी शायर कम हो गया ।,2
'@VijayVst0502 Lallantop show बना ही इसीलिए है कि उसपर राजदीप और सौरभ ये सब बाते कर सके और जेहादी एजंडा चला सके,2
'@_Pb_swain_ क्यूंकि डर वाला माहौल उनके दिमाग़ मे उनके जिहादी मुल्लों ने भर दिया था इस लिए  बाकी बचा था वो कांग्रेस ने पूरा कर दिया,2
'@MukhiyaHunny वीर गुर्जर कुल में जन्मे माननीय विधायक श्री कुँवर प्रणव सिंह चैंपियन जिंदाबाद।,0
'दिलों में बुग़्ज़ रखते हैं बजा़हिर दोस्ताना हैं   इलाही आबरू रखना  बड़ा नाज़ुक ज़माना है।,1
'@Real_GDBakhshi आप जैसे जनरल वी देश की जरूरत है जय जय श्री राम इंकलाब जिंदाबाद जय हिंद जय भारत,0
'@Kamalwalia_ जय भीम बड़े भैया भीम आर्मी जिंदाबाद कमल सिंह वालिया जिंदाबाद,0
'@_RaamBhakt उसका नाम कसाब होगा भाई । क्योंकि वो जिहादी की औलाद है😆🤣,2
'@TheUsamaSwati मर गया तो मरने दो महान थोड़ी था...   शायर के नाम पर जेहादी था कोई अब्दुल कलाम थोड़ी था 😒 #आहत_इंदोरी,2
'@ThePushpendra_ इस्लाम को समझने के चीन के दृष्टिकोण को सही मानता हू और चीन के विकास मे इस दृष्टिकोण को महत्वपूर्ण भी मानता हू ।,2
@AskAnshul Lagbhag sabhi pissfuls ki problem  ye hai  ki wo har ek terrorist ko support karte h ..har criminal ko defend karte h kyonki wo #chuslim h ... #radicalislamicterrorism ,2
'@masoom_siii आमीन 😑,1
'@anjanaomkashyap 2020 का न्यूज Corona Vikash Dube सुशांत सिंह राजपूत  यही तीन न्यूज चला रहा है 8 महीनों से,0
'@AshrafFem माशाअल्लाह  अल्हम्दुलिल्लाह,1
'@aajtak ये हमारे तिरन्गे का अपमान है...   क्या इतनी अकल भी मारी गयी है????  ये डिजायन किसी जेहादी के दिमाग की उपज लगती है,2
Ya Shaheed... Assalaaam #मिस्र #मुहम्मद_मुर्सी ,1
'@MashhoodEx माननीय विधायक जी जिंदाबाद ❤️💪,0
'हरदीप पुरी बोले- दीवाली तक बहाल होगा घरेलू उड़ानों का बड़ा हिस्सा  इंटरनेशनल फ्लाइट्स में अभी वक्त,0
'@RAHULKU16572222 @kunalkamra88 @Dipraj_Jadhav Gau mutr tum peete ho  Gau mutr mie gold tum dondte  Tere behen ki gaand Mari chuslim nie  Kunal tu Hindu hai  Gau mutr ,2
'@RajkumarRatnap2 सहमत हूँ आपसे सर जी । रावण और कंस के चरणो की धूल के बराबर नही है यह जिहादी लोग ।,2
@AhammedAju @koenamitra @matrixjig Aur ye kya h ❤️day chuslim. https://t.co/nf2hkT6HTD ,2
'सुम्मा आमीन  💐💐💐💐 #डॉक्टर_कफील_की_रिहाई_मुबारक_हो,1
'@MANOJRLD @BhagalSanju @BramhRakshas @UPENDRA57815086 जबर कंधे है सर।। ज़िंदाबाद,0
'इस्लामी नया साल की दहे दिल से मुबारकबाद आपका मंजूर बैग सर्वधर्म,1
'@Yamraj_80 नाम हिंदुओं के रखें  संस्कार क्रिश्चियनो.केअपनाये  समर्थन इस्लाम का करते हैं  आखिर कौन है  यह लोग     ?🤔,0
'हेमंत भैया जिंदाबाद @INCMP,0
'@brand_bittu @ekhivillain जिहादी,2
'सुशांत सिंह राजपूत की मौत पर @KanganaTeam दीवानी है #GodiMedia,0
'सब ड्रामा कर रहे हैं ये जेहादी।,2
'@NehaYadav_94 इंकलाब जिंदाबाद,0
'@anargal_ @msaifwali @KindredNishant @dhruv_rathee Chusalman aisa karte hai ,2
'@ImranKhanPTI हर जेहादी को ठोक कर देंगे आजादी भारतीय सेना,2
@AshaSha80822629 देश द्रोही  जिन्ना की औलादे  जिहादी मानसिकता वाले कटवे घुसपेटी आतंक वादियोकि नाजायज औलादे  ज़ोपडीवाले कटोराछाप लोग है ये 🤔,2
'जुम्मा मुबारक।,1
'@VickyAarya007 जिहादी,2
'@ndtv और अंत में गांधी पार्टी जिंदाबाद जिंदाबाद जिंदाबाद,0
'@anantvijay जेहादी विक्षिप्तता के यही सब लक्षण हैं,2
'@MaheshNBhatt सुशांत सिंह राजपूत का अपराधी सलाखों के पीछे पहुंचने वाला है,0
'#आप तमाम लोगों को इस्लामिक साल का पहला महीना मुबारक   नया साल 1442 हिजरी,1
'@iAnkurSingh @vinodkapri नहीं ये तो इन्होंने दीवाली की लाइटिंग के लिए रखा था समान,0
'@yadavakhilesh मा०अखिलेश यादव जी जिन्दाबाद।। समाजवादी पार्टी जिंदाबाद।। जय भीम जय समाजवाद।।,0
'@kunalkamra88 अरे वो जेहादी आत्मा कब जा रहा पोस्टर लगने🤓🤓😜😜😂अभी तक जल रही न???,2
'@TheDeepak2020In बड़ा वाला जेहादी था,2
'मोदी जी को पूर्व क्रिकेट कप्तान महेन्द्र सिंह धौनी को अब क्रिकेट से सन्यास लेने के बाद उनकी सेवा देश के विकास के लिए राजनीति में लेना चाहिए।,0
'@Chatterj1Asking आपकी नींद उड़ा दी है उधर पुलिस ने जेहादी उड़ा दिए है,2
'@Gurnam987 ji आप आगे बढ़ो हम आपके साथ हैं किसान एकता जिंदाबाद,0
"'अगर मेरे ट्वीट्स पढ़कर..  ""किसी जिहादी या चमचे को हार्ट अटैक आ जाये तो इसमे मेरी कोई गलती नही होगी!""",2
'#निहत्थे राम भक्तों को घेरकर घंटों फायरिंग करवाया कांग्रेस देशद्रोही😡 और मुस्लिम ने😡 मिलके ऐसे नहीं मिला राम मंदिर बात करते हैं भाई चारे की,2
'@Farheen___786 अल्लाह ताला मरहूम को जन्नत- उल फिरदोस में आला से आला मुकाम अता फरमाए....... आमीन सुम्मा आमीन,1
'@IshwarManavat @HansrajMeena ज़िन्दाबाद ❗,0
'@ShekharGupta @Rohini_Swamy आतंकवादी इस्लामिक जिहादी सूअर से मंदिर को बचाने वाले आतंकवादी इस्लामिक जिहादी सूअर के समर्थक,2
